Temperatura,VelocidadeVento,Precipitacao,BicicletasAlugadas
19.947827309973256,12.577968781234008,9.67794671798502,157.55558223018576
22.78945032797447,7.968685172393542,5.468849016694222,198.83089006405254
17.37169212259235,1.254259040466914,2.748235698675966,147.0688138915582
12.73800543371198,8.480645037796839,5.9223041876183675,207.62288607593027
26.44235466388491,5.173681337788154,8.967611582244098,152.4529898751116
13.79695823805516,16.980766168570216,4.067333458357483,169.58182320861508
20.22637965092912,0.6660925309339238,5.520782766919709,226.2370014408184
14.486340579494785,19.17965443726947,2.7165276760614585,165.84448352582402
11.956889689880681,7.107376969438592,4.55444149450027,272.9930562509442
27.243830348433665,7.134137808050857,4.017135353795986,291.1704496666353
29.458389780462607,0.3265700536741578,2.48413465082971,330.5509656827837
29.216693161260004,3.7046465047236787,5.058663838253084,224.7093783793236
28.131109984423578,8.025190016072175,3.1038082597981145,301.07147946251666
25.480946653972776,18.585828346054278,3.7303486388074747,244.18982656833833
16.66290304057284,1.9922986044254265,5.249704422542642,255.8615321697709
11.622027799759936,18.90603066958159,7.5059502292898745,208.2077742942678
18.144823428276148,17.389770610932644,3.3350746579127533,169.96410059295002
14.644682843418854,9.083247938151036,9.241587666207636,171.8284971500079
12.649752695159659,6.534017635365201,8.623185468359024,224.8923213944505
11.068543635736505,4.654882585581137,0.4869029597552854,115.72349017802881
24.511887284211575,12.289294129537486,2.5364252425682277,299.344495926215
10.228549172500621,0.6614918295101124,4.46135512659202,233.64252592041694
25.411614970055524,0.3121212889365643,1.0462788874247408,269.5973283561851
12.938932908007502,8.575914449964756,3.4847598903349706,216.54623649304006
11.590441651735116,1.3614814794944041,7.4009752561768245,161.24704963915016
11.792060684772107,5.038819764921858,6.805144811428258,184.0802286951954
23.44095614707829,4.423218306921677,6.223844285660048,280.5924282135662
14.907344197056895,5.0638238744570385,7.1052840272234565,258.09412762641165
18.41078933360197,2.621104624305155,2.0492368695970176,349.6421733763507
21.14737582647834,0.2407244579530854,3.416981148647321,246.33576731772297
27.211023476575875,2.3096859427749616,6.762424822774628,223.62188058087906
24.540885254226566,12.369605190254958,8.792347630313271,193.14469622331714
15.406558104774293,19.485124256361004,5.436780538280952,144.78062863698247
12.629655985822552,19.80690003121788,2.826996509455366,183.85299161957641
11.10748640842396,8.181081907461232,0.3023525800598259,231.06018229060084
16.03197268961885,3.2590885209321074,7.103368289742134,211.79457664674564
15.242362984793566,12.775235147330585,0.07884103508440377,263.71512834601384
19.122811336009594,9.806106930974742,3.726790698209955,213.480425299458
23.66562671095361,19.78819554568863,5.305372145627818,196.30097435902977
23.91250891277714,1.306084143035604,9.22111461767193,208.9901609071595
15.670376931643332,15.664688766276262,0.8949454503290011,146.79659041168168
17.59853911800241,5.767969946629878,4.059423219682837,162.31127560967798
13.623019234738061,4.82837240153148,0.24313199710157773,183.07346768723738
25.770910246130374,13.25009143065352,3.426109843415903,289.1652313700109
11.136961528664806,4.921263699819289,6.222310588397949,234.48952574836122
23.939944834499748,13.317182351183753,2.7906794822859835,289.0213145277074
